rank,name,team,cur,pos,age,gp,mpg,usg_pct,to_pct,fta,ft_pct,2pa,2p_pct,3pa,3p_pct,efg_pct,ts_pct,ppg,rpg,apg,spg,bpg,topg,p_r,p_a,p_r_a,vi,ortg,drtg,season
,Wenyen Gabriel,Bro,F,25.04,1,1.3,2.7,0,,0,0,0,0,0,0,,,0,1,41.9,0,0,0,0,0,0,,,2021-2022
,Wenyen Gabriel,Lac,F,25.04,6,7.7,16.1,16.9,16.9,4,0.5,8,0.375,5,0.4,0.462,0.474,2.3,2.3,15.8,0.3,6,0.17,0.33,0.5,6.1,98.2,86.5,2021-2022
,Wenyen Gabriel,Lal,F,25.04,19,16.4,34.1,17.5,10.3,38,0.605,74,0.581,23,0.261,0.536,0.558,6.7,4.3,14.1,0.6,5.5,0.21,0.47,0.68,6.3,116.3,98.1,2021-2022
,Daniel Gafford,Was,F-C,23.53,72,20.1,41.8,16.7,12,153,0.699,409,0.697,1,0,0.695,0.709,9.4,5.7,15.6,0.9,7.3,0.42,1.38,0.9,7.2,136.2,104.2,2021-2022
,Danilo Gallinari,Atl,F,33.67,66,25.3,52.8,18.4,5.4,156,0.904,303,0.485,294,0.381,0.528,0.579,11.7,4.7,10.1,1.5,8.5,0.42,0.18,0.58,6.9,119.8,112.1,2021-2022
,Langston Galloway,Bro,G,30.34,4,14.6,30.3,13.3,27.8,0,0,5,0.6,8,0.25,0.462,0.462,3,2,7.5,1.3,10.9,0,0,1.25,5.4,80.4,110.1,2021-2022
,Langston Galloway,Mil,G,30.34,3,16.2,33.7,12.3,7.1,0,0,5,0.2,8,0,0.077,0.077,0.7,3.3,10.9,2.3,17,0.33,0,0.33,4.3,56.4,110.7,2021-2022
,Darius Garland,Cle,G,22.21,68,35.7,74.4,27.8,16.2,241,0.892,719,0.512,454,0.383,0.536,0.576,21.7,3.3,5.1,8.6,39.9,1.31,0.1,3.65,9.5,112.5,109.3,2021-2022
,Marcus Garrett,Mia,G,23.42,12,10.7,22.3,8.8,7.9,5,0.4,17,0.235,4,0.25,0.262,0.28,1.1,1.9,10.2,0.6,7,0.42,0.25,0.17,4,90.2,98.7,2021-2022
,Usman Garuba,Hou,F,20.09,24,10,20.8,9.4,11.3,7,0.714,24,0.583,20,0.25,0.489,0.51,2,3.5,19,0.7,9.6,0.42,0.46,0.25,6.8,120.6,103.8,2021-2022
,Luka Garza,Det,C,23.29,32,12.2,25.3,21.2,9.4,61,0.623,98,0.51,49,0.327,0.503,0.535,5.8,3.1,13.9,0.6,8.3,0.28,0.19,0.56,7.2,114.6,103.9,2021-2022
,Rudy Gay,Uta,F-G,35.65,55,18.9,39.3,19.3,10.2,79,0.785,176,0.494,203,0.345,0.507,0.539,8.1,4.4,12.7,1,7.8,0.45,0.35,0.85,7,110.7,103.1,2021-2022
,Paul George,Lac,F,31.94,31,34.8,72.4,33.8,15.2,148,0.858,379,0.467,257,0.354,0.493,0.538,24.3,6.9,10.4,5.7,28.1,2.16,0.42,4.06,11.3,100.3,103.2,2021-2022
,Taj Gibson,Nyk,F,36.8,52,18.2,37.9,10,12.5,52,0.808,128,0.555,38,0.395,0.563,0.606,4.4,4.4,12.9,0.6,4.9,0.42,0.77,0.52,5,127.9,97.9,2021-2022
,Josh Giddey,Okc,G,19.5,54,31.5,65.6,22.2,19.5,79,0.709,457,0.492,213,0.263,0.461,0.478,12.5,7.8,12.7,6.4,32.3,0.94,0.37,3.17,10.9,97.8,109.5,2021-2022
,Shai Gilgeous-Alexander,Okc,G-F,23.75,56,34.7,72.2,30.8,11.1,405,0.81,755,0.514,297,0.3,0.496,0.557,24.5,5,7.4,5.9,31.1,1.29,0.8,2.75,10.3,111.3,108.7,2021-2022
,Anthony Gill,Was,F,29.48,44,10.5,21.9,14.4,12,52,0.808,83,0.578,26,0.538,0.633,0.682,4.1,1.9,10.1,0.6,8.3,0.11,0.25,0.41,6.4,133.3,105.9,2021-2022
,Freddie Gillespie,Orl,F,20,9,13.2,27.5,11,16.6,7,0.429,21,0.429,1,0,0.409,0.419,2.3,4,16,0.6,5.9,0.33,1,0.56,5.4,98,98.3,2021-2022
,Rudy Gobert,Uta,C,29.79,66,32.1,66.9,16.9,14.5,439,0.69,504,0.718,4,0,0.713,0.732,15.6,14.7,24.9,1.1,5,0.68,2.09,1.8,7.9,138.5,99.6,2021-2022
,Brandon Goodwin,Cle,G,26.52,36,13.9,29,18.3,17.8,38,0.632,99,0.455,55,0.345,0.477,0.501,4.8,1.9,7.4,2.5,26,0.69,0.03,1.03,8.2,103.8,104.2,2021-2022
,Jordan Goodwin,Was,G,23.47,2,3,6.1,22.6,0,0,0,2,0,1,0,0,0,0,0.5,9.4,0,0,0,0,0,0,,,2021-2022
,Aaron Gordon,Den,F,26.57,75,31.7,66,19.7,12.5,230,0.743,574,0.605,260,0.335,0.573,0.602,15,5.8,10.3,2.5,11.6,0.59,0.59,1.77,7.6,115.6,109.9,2021-2022
,Eric Gordon,Hou,G,33.29,57,29.3,61,18.6,14.6,135,0.778,263,0.548,301,0.412,0.585,0.614,13.4,2,3.7,2.7,14,0.49,0.32,1.88,5.7,111.4,119.6,2021-2022
,Devonte' Graham,Nor,G,27.13,76,28.4,59.3,19.5,10.7,140,0.843,252,0.413,563,0.341,0.481,0.514,11.9,2.3,4.5,4.2,21,0.91,0.16,1.38,6.8,109.4,113.5,2021-2022
,Jerami Grant,Det,F,28.08,47,31.9,66.5,25.7,9.5,259,0.838,445,0.465,254,0.358,0.491,0.556,19.2,4.1,6.9,2.4,12.5,0.94,1.04,1.81,7.2,108.9,111.3,2021-2022
,Hassani Gravett,Orl,G,25.74,8,21.4,44.6,12.3,18.5,4,0.75,12,0.583,26,0.423,0.618,0.629,6.3,2.6,6.5,2.5,17,0.63,0.13,1.13,6.4,113,109,2021-2022
,Danny Green,Phi,G,34.8,62,21.8,45.5,12.3,12.1,14,0.786,49,0.469,271,0.38,0.555,0.561,5.9,2.5,6.5,1,6.5,0.95,0.6,0.73,4.5,106.5,106.7,2021-2022
,Draymond Green,Gol,F,32.1,46,28.9,60.2,14.3,31.9,91,0.659,203,0.586,54,0.296,0.556,0.582,7.5,7.3,13.7,7,32.5,1.35,1.09,3.02,10.1,109.5,96.9,2021-2022
,Javonte Green,Chi,G-F,28.72,65,23.4,48.7,11.5,7.6,96,0.833,224,0.625,101,0.356,0.597,0.637,7.2,4.2,10.2,0.9,5.3,1,0.49,0.46,5.1,132.8,107.3,2021-2022
,Jalen Green,Hou,G,20.17,67,31.9,66.5,23.7,11.3,236,0.797,496,0.502,458,0.343,0.508,0.547,17.3,3.4,5.8,2.6,13.1,0.64,0.27,2.01,6.7,104.8,117.4,2021-2022
,JaMychal Green,Den,F-C,31.81,67,16.2,33.8,17.2,13.4,93,0.871,203,0.621,124,0.266,0.537,0.587,6.4,4.2,14.5,0.9,7.6,0.64,0.39,0.85,7.1,115.4,97.9,2021-2022
,Jeff Green,Den,F,35.62,75,24.7,51.4,16.3,10.3,198,0.833,361,0.62,168,0.315,0.574,0.627,10.3,3.1,7,1.3,7.3,0.39,0.36,0.95,5.6,119.4,108.7,2021-2022
,Josh Green,Dal,G,21.4,67,15.5,32.3,13.9,13.8,45,0.689,178,0.573,78,0.359,0.563,0.578,4.8,2.4,8.7,1.2,11,0.67,0.21,0.66,6.2,115.3,100.3,2021-2022
,Blake Griffin,Bro,F,33.07,56,17.1,35.6,16.9,8.2,76,0.724,168,0.565,145,0.262,0.486,0.518,6.4,4.1,13,1.9,15,0.48,0.25,0.55,8.6,115.8,105.2,2021-2022
,Quentin Grimes,Nyk,G,21.92,46,17.1,35.6,15.1,10.3,19,0.684,46,0.5,189,0.381,0.557,0.565,6,2,6.4,1,8.5,0.67,0.24,0.61,5.4,111.8,104.6,2021-2022
,Kyle Guy,Mia,G,24.67,19,9.8,20.4,20,15.6,12,0.667,25,0.48,40,0.35,0.508,0.526,3.9,0.9,5.2,0.9,13.5,0.37,0.05,0.68,6,99.5,107,2021-2022
,Rui Hachimura,Was,F,24.17,42,22.5,46.8,20.9,7.4,66,0.697,258,0.512,123,0.447,0.563,0.579,11.3,3.8,9.4,1.1,7.9,0.55,0.21,0.79,6.4,111.4,112,2021-2022
,Tyrese Haliburton,Sac,G,22.11,51,34.4,71.8,18.3,15.4,104,0.837,334,0.491,252,0.413,0.546,0.575,14.3,3.9,6.1,7.4,31.5,1.69,0.67,2.25,8.7,116.8,114.5,2021-2022
,Tyrese Haliburton,Ind,G,22.11,26,36.1,75.1,20.3,19.3,86,0.849,184,0.571,137,0.416,0.593,0.633,17.5,4.3,6.6,9.6,38.9,1.85,0.58,3.31,9.9,122.9,114.3,2021-2022
,Tyler Hall,Nyk,G,25.05,1,1.9,4,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,2021-2022
,R.J. Hampton,Orl,G,21.17,64,21.9,45.6,18.4,14.6,117,0.641,274,0.405,183,0.35,0.453,0.481,7.6,3,7.3,2.5,16.8,0.66,0.2,1.36,7,94.7,109.3,2021-2022
,Tim Hardaway Jr.,Dal,G-F,30.07,42,29.6,61.8,22,5.6,103,0.757,226,0.473,304,0.336,0.491,0.52,14.2,3.7,7,2.2,11.4,0.9,0.14,0.81,6.6,106.8,106.6,2021-2022
,James Harden,Bro,G,32.63,44,37,77.1,28.3,19.8,350,0.869,399,0.476,307,0.332,0.486,0.576,22.5,8,11.7,10.2,39.7,1.27,0.7,4.82,13.2,112,108.2,2021-2022
,James Harden,Phi,G,32.63,21,37.7,78.6,24.9,16.4,186,0.892,145,0.476,141,0.326,0.483,0.601,21,7,10.4,10.5,41.4,1.29,0.24,3.43,12.3,121.9,106.9,2021-2022
,Maurice Harkless,Sac,F-G,28.92,47,18.4,38.3,11.2,13.8,28,0.714,80,0.65,101,0.307,0.544,0.561,4.6,2.4,7,0.5,3.6,0.62,0.51,0.66,3.8,101.2,109.5,2021-2022
,Jared Harper,Nor,G,24.57,5,8.6,17.9,29.8,6.7,4,1,14,0.643,12,0.417,0.635,0.666,7.4,0.4,2.6,2.8,64.3,0.8,0.2,0.4,9.4,144.3,103.1,2021-2022
,Montrezl Harrell,Was,F-C,28.21,46,24.3,50.6,20.8,9.6,205,0.727,368,0.66,15,0.267,0.65,0.684,14.1,6.7,15.3,2.1,13.9,0.39,0.67,1.09,9.6,135.3,108.5,2021-2022
,Montrezl Harrell,Cha,F-C,28.21,25,20.9,43.6,19,9,91,0.692,171,0.649,2,0,0.642,0.669,11.4,4.8,12.2,2,14,0.44,0.48,0.84,9.2,136.3,108.6,2021-2022
,Gary Harris,Orl,G,27.57,61,28.4,59.1,16.4,9.3,95,0.874,251,0.494,302,0.384,0.539,0.571,11.1,2,3.7,1.8,9.5,0.97,0.15,1,4.8,110.5,111.9,2021-2022
,Joe Harris,Bro,G-F,30.6,14,30.2,62.9,14.5,11.2,6,0.833,36,0.417,88,0.466,0.617,0.624,11.3,4,7.2,1,4.5,0.5,0.14,1.14,4.7,112.2,110.6,2021-2022
,Shaquille Harrison,Bro,G,28.51,2,11.3,23.5,15.2,25,0,0,4,0.5,2,0,0.333,0.333,2,2,9.6,1.5,17,0.5,0.5,1,6.4,75.8,101.8,2021-2022
,Tobias Harris,Phi,F,29.74,73,34.8,72.6,21.7,9.5,202,0.842,747,0.525,275,0.367,0.532,0.566,17.2,6.8,10.9,3.4,15.9,0.64,0.59,1.59,8.5,112.9,107.6,2021-2022
,Isaiah Hartenstein,Lac,C-F,23.93,68,17.9,37.2,18.4,16.5,132,0.689,336,0.64,30,0.467,0.645,0.664,8.3,4.9,14.3,2.4,20.5,0.75,1.13,1.24,10.3,127.9,97,2021-2022
,Josh Hart,Nor,G,27.1,41,33.5,69.8,16.7,15.1,154,0.753,256,0.598,130,0.323,0.56,0.604,13.4,7.8,12.8,4.1,17.7,1.1,0.27,1.98,9,118,105.4,2021-2022
,Josh Hart,Por,G,27.1,13,32.1,66.8,25.1,13.7,57,0.772,100,0.61,83,0.373,0.587,0.622,19.9,5.4,9.2,4.3,23.1,1.23,0.15,2.54,9.6,116.4,112,2021-2022
,Udonis Haslem,Mia,F,41.84,13,6.4,13.3,20,13.4,3,1,27,0.481,4,0.25,0.468,0.495,2.5,1.9,17,0.3,7.4,0.08,0.08,0.38,7,96,89.7,2021-2022
,Sam Hauser,Bos,F,24.34,26,6.1,12.6,14.5,3.8,0,0,6,0.667,44,0.432,0.65,0.65,2.5,1.1,10,0.4,9.2,0.04,0.08,0.08,6.8,133.4,107.3,2021-2022
,Jaxson Hayes,Nor,C-F,21.88,70,20,41.6,16.5,10.1,188,0.766,341,0.66,58,0.345,0.639,0.679,9.3,4.5,12.5,0.6,4.7,0.49,0.79,0.77,5.9,132.2,104.4,2021-2022
,Killian Hayes,Det,G,20.71,66,25,52,15.7,18.4,74,0.77,292,0.452,167,0.263,0.431,0.461,6.9,3.2,6.9,4.2,24.6,1.18,0.53,1.68,7.2,96.9,105.9,2021-2022
,Gordon Hayward,Cha,F,32.05,49,31.9,66.5,20.8,10.6,149,0.846,397,0.496,220,0.391,0.528,0.57,15.9,4.6,7.6,3.6,16.1,0.96,0.45,1.65,8,113.3,112.9,2021-2022
,Aaron Henry,Phi,F,22.61,6,2.8,5.9,18.5,28.6,0,0,4,0.25,1,0,0.2,0.2,0.3,0.2,3.3,0,0,0,0.33,0.33,0,,,2021-2022
,Juancho Hernangomez,Bos,F,26.54,18,5.3,11.1,17,16.2,9,0.667,9,0.222,18,0.167,0.241,0.307,1.1,1.4,14.1,0.2,4,0.22,0.11,0.33,5.1,75.3,101.4,2021-2022
,Juancho Hernangomez,San,F,26.54,5,10.1,21.1,8.1,20.5,4,0.75,3,0.667,3,0,0.333,0.451,1.4,3,15.6,0.6,6.9,0.2,0.2,0.4,5.4,106,114.8,2021-2022
,Juancho Hernangomez,Uta,F,26.54,17,17.5,36.5,13.2,8.9,21,0.476,25,0.64,48,0.438,0.651,0.638,6.2,3.5,11,0.8,6.5,0.53,0.41,0.47,5.9,128.4,106.9,2021-2022
,Willy Hernangomez,Nor,C-F,27.87,49,17.1,35.7,22.5,11.6,141,0.773,315,0.527,12,0.333,0.526,0.582,9.2,6.9,22.3,1.3,11.9,0.43,0.39,1.04,10.2,122.7,101.5,2021-2022
,Tyler Herro,Mia,G,22.22,66,32.6,67.9,28.8,12.5,219,0.868,683,0.477,439,0.399,0.525,0.561,20.7,5,8.7,4,20.9,0.67,0.12,2.64,9.1,107,108.5,2021-2022
,Buddy Hield,Sac,G,29.31,55,28.6,59.6,22.5,10.9,92,0.87,198,0.419,495,0.368,0.514,0.54,14.4,4,7.6,1.9,10,0.87,0.27,1.64,6.7,103.1,111.7,2021-2022
,Buddy Hield,Ind,G,29.31,26,35.6,74.1,22.4,13,35,0.886,184,0.549,221,0.362,0.546,0.563,18.2,5.1,8,4.8,20.3,0.92,0.38,2.42,8.6,109.8,112.7,2021-2022
,Haywood Highsmith,Mia,F,25.34,19,8.6,17.9,14,5.9,5,0.4,18,0.389,28,0.321,0.446,0.446,2.3,1.4,9,0.3,5.1,0.11,0.16,0.16,4.6,101.9,106.1,2021-2022
,George Hill,Mil,G,35.94,54,23.2,48.3,11.7,11.9,62,0.919,141,0.546,134,0.306,0.504,0.552,6.2,2.9,6.6,2.2,12.4,0.78,0.11,0.76,5.9,117.7,110.2,2021-2022
,Malcolm Hill,Atl,F,26.46,3,15.3,31.9,9.3,0,4,1,3,0.667,5,0.6,0.813,0.871,5.7,2,7.2,0.3,2.9,1.33,0.33,0,3.9,183.6,99.1,2021-2022
,Malcolm Hill,Chi,F,26.46,16,10.4,21.6,13.6,5.8,10,0.7,13,0.692,31,0.323,0.545,0.568,3.4,1.8,9.8,0.4,5.6,0.19,0.13,0.19,5.2,120.9,107.2,2021-2022
,Solomon Hill,Atl,F,31.07,13,10.7,22.3,6.6,4.8,0,0,7,0.143,13,0.154,0.2,0.2,0.6,1.8,9,0.9,10.2,0.31,0.15,0.08,3.7,87.8,106,2021-2022
,Nate Hinton,Ind,G-F,22.84,2,1.2,2.5,35.7,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,,2021-2022
,Jaylen Hoard,Okc,F,23.03,7,34.2,71.3,18.8,7.7,14,0.429,65,0.538,25,0.36,0.539,0.536,14.7,12,18,2.4,11.6,0.86,0.71,1.14,8.8,116.1,108,2021-2022
,Aaron Holiday,Was,G,25.53,41,16.2,33.7,18,14.5,35,0.8,147,0.524,67,0.343,0.521,0.547,6.1,1.6,5.6,1.9,17.1,0.59,0.22,0.95,6.5,104.8,109,2021-2022
,Aaron Holiday,Pho,G,25.53,22,16.3,33.9,19.9,16.3,33,0.939,88,0.398,36,0.444,0.476,0.538,6.8,2.5,8.2,3.4,27.4,0.82,0,1.23,9.5,112.7,102,2021-2022
,Jrue Holiday,Mil,G,31.83,67,32.9,68.6,23.5,15,180,0.761,633,0.547,321,0.411,0.57,0.593,18.3,4.5,7.3,6.8,31.8,1.6,0.43,2.73,10,117.4,108.4,2021-2022
,Justin Holiday,Ind,F-G,33.02,49,28.9,60.2,15.9,9.3,41,0.829,122,0.516,336,0.378,0.553,0.568,11,2.8,5.3,1.8,8.8,0.73,0.37,1,5.3,111.4,114,2021-2022
,Justin Holiday,Sac,F-G,33.02,25,25.6,53.4,15.7,9,21,0.762,58,0.362,146,0.342,0.471,0.488,8.3,2.2,4.7,1.5,8.1,0.84,0.6,0.84,4.7,98.7,112.2,2021-2022
,Richaun Holmes,Sac,F,28.49,45,23.9,49.7,15.8,14.2,90,0.778,295,0.664,5,0.4,0.663,0.689,10.4,7,16,1.1,6.8,0.38,0.93,1.24,7.2,128.2,104.8,2021-2022
,Rodney Hood,Mil,G-F,29.47,39,14.9,31.1,10.6,4.9,14,0.929,51,0.431,80,0.3,0.443,0.47,3.3,1.7,6.1,0.8,6.5,0.31,0.1,0.18,4.4,107.1,112,2021-2022
,Rodney Hood,Lac,G-F,29.47,13,9.9,20.5,11.1,12.4,5,0.8,15,0.4,11,0.545,0.577,0.603,2.6,0.8,4.1,0.6,8.5,0.23,0.15,0.31,4.4,115.7,113.7,2021-2022
,Scotty Hopson,Okc,G-F,32.68,1,17.7,36.9,14.6,33.3,0,0,3,0.667,1,0,0.5,0.5,4,1,2.9,1,8.3,0,0,2,3.6,69.6,114.9,2021-2022
,Al Horford,Bos,C-F,35.86,69,29.1,60.5,14.8,9.6,95,0.842,304,0.582,265,0.336,0.546,0.574,10.2,7.7,14.3,3.4,16.4,0.71,1.33,0.94,8.9,124.3,101.9,2021-2022
,Talen Horton-Tucker,Lal,G,21.37,60,25.2,52.5,19.2,12.1,125,0.8,356,0.492,182,0.269,0.462,0.503,10,3.2,6.8,2.7,14.9,0.98,0.48,1.37,7,102,107.3,2021-2022
,Danuel House Jr.,Hou,F-G,28.84,16,14.5,30.3,18.3,17.9,19,0.895,40,0.375,34,0.294,0.405,0.467,4.8,2.7,10.1,1.2,11.5,0.31,0.31,1.13,6.9,89.1,112.8,2021-2022
,Danuel House Jr.,Nyk,F-G,28.84,1,3.4,7.1,12.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2021-2022
,Danuel House Jr.,Uta,F-G,28.84,25,19.6,40.9,13.8,9.7,39,0.692,41,0.512,82,0.415,0.585,0.61,6.8,2.7,7.6,1,7,0.64,0.48,0.6,5.4,122.4,106.7,2021-2022
,Dwight Howard,Lal,C-F,36.34,60,16.2,33.7,14.6,14.2,146,0.658,204,0.618,15,0.533,0.63,0.657,6.2,5.9,19.6,0.6,5,0.57,0.6,0.78,6.9,129.9,101.2,2021-2022
,Markus Howard,Den,G,23.11,31,5.7,11.9,29.4,5.9,23,0.87,31,0.355,70,0.4,0.525,0.567,4.1,0.4,3.8,0.2,6.2,0.29,0,0.23,4.8,108.4,106.1,2021-2022
,Kevin Huerter,Atl,G-F,23.62,74,29.6,61.6,17.5,10.4,52,0.808,349,0.53,411,0.389,0.559,0.57,12.1,3.4,6.4,2.7,13.2,0.73,0.35,1.23,6.5,111.6,110.1,2021-2022
,Jay Huff,Lal,C,24.63,4,5.1,10.6,8.5,25,0,0,1,0,2,0,0,0,0,1,10.6,0.3,5.8,0.25,0.25,0.25,0,34.3,110.6,2021-2022
,Elijah Hughes,Uta,G,24.09,14,8,16.7,17.2,15.8,3,1,8,0.625,28,0.357,0.556,0.576,3.1,1.2,8.3,0.4,7.6,0.29,0.07,0.5,5.7,104.9,106.8,2021-2022
,Elijah Hughes,Por,G,24.09,22,14.7,30.5,16.2,8.3,6,0.667,41,0.415,67,0.224,0.366,0.375,3.8,1.9,7,0.7,7.1,0.45,0.32,0.45,4.7,80.2,110.7,2021-2022
,De'Andre Hunter,Atl,F-G,24.36,53,29.8,62,19.9,9.6,166,0.765,380,0.474,195,0.379,0.506,0.547,13.4,3.3,6.1,1.3,6.1,0.68,0.4,1.3,5.2,105.6,108.9,2021-2022
,Feron Hunt,Nyk,F,22.77,2,4.2,8.8,15.7,33.3,0,0,2,0,0,0,0,0,0,0.5,6.4,0.5,15.3,0.5,0,0.5,0,41.6,98.8,2021-2022
,Chandler Hutchison,Pho,F-G,25.96,6,3.7,7.8,13.2,58.1,2,1,2,0.5,0,0,0.5,0.694,0.7,0.8,12,0.3,10.3,0,0,0.67,6,,,2021-2022
,Bones Hyland,Den,G,21.57,69,19,39.5,23.9,12.1,125,0.856,213,0.465,358,0.366,0.518,0.558,10.1,2.7,8,2.8,21.2,0.59,0.29,1.25,8.9,109.2,103,2021-2022
,Serge Ibaka,Lac,F,32.56,35,15.4,32.1,19.4,13.9,29,0.69,130,0.538,62,0.387,0.552,0.567,6.6,4.3,14.6,1,10.2,0.2,0.74,0.94,7.9,109,101.4,2021-2022
,Serge Ibaka,Mil,F,32.56,19,17.8,37.2,15.2,8.3,15,0.8,67,0.612,37,0.351,0.582,0.601,7,5.3,15.6,0.7,5.4,0.21,0.37,0.53,6.7,122.2,99.2,2021-2022
,Andre Iguodala,Gol,G-F,38.2,31,19.4,40.5,11.4,17.7,20,0.75,47,0.617,74,0.23,0.45,0.478,4,3.2,9,3.7,24.7,0.87,0.71,0.9,7.5,114,104.8,2021-2022
,Joe Ingles,Uta,F-G,34.52,45,24.9,51.9,13.2,13.5,22,0.773,60,0.617,225,0.347,0.54,0.551,7.2,2.9,6.4,3.5,19,0.51,0.11,1.02,6.7,117.1,107.4,2021-2022
,Brandon Ingram,Nor,F,24.61,55,34,70.8,29.3,11.8,322,0.826,757,0.501,226,0.327,0.498,0.554,22.7,5.8,9.5,5.6,27.8,0.62,0.45,2.75,10.6,111.1,109.9,2021-2022
,Kyrie Irving,Bro,G,30.05,29,37.6,78.4,29.4,9.8,129,0.915,377,0.501,239,0.418,0.55,0.592,27.4,4.3,6.3,5.8,25.2,1.41,0.59,2.52,9.4,116.6,109.8,2021-2022
,Wes Iwundu,Atl,F,27.31,3,27.4,57.1,11,4.8,4,0.75,13,0.385,5,0.6,0.528,0.557,7.3,4.3,8.7,0,0,0.33,0,0.33,0,115.2,109,2021-2022
,Jaren Jackson Jr.,Mem,F-C,22.57,78,27.3,56.8,25.4,9.9,345,0.823,635,0.476,401,0.319,0.477,0.535,16.3,5.8,11.1,1.1,5.8,0.92,2.28,1.67,6.9,108.3,99.5,2021-2022
,Frank Jackson,Det,G,23.94,53,22,45.8,20.9,6.7,104,0.827,204,0.529,279,0.308,0.491,0.53,10.6,1.6,4,1,7.6,0.51,0.17,0.72,4.7,105.9,112.7,2021-2022
,Isaiah Jackson,Ind,F,20.25,36,15,31.3,22.5,14,88,0.682,190,0.584,16,0.313,0.575,0.607,8.3,4.2,15.5,0.3,2.9,0.67,1.44,1.11,5.8,113.2,99.5,2021-2022
,Josh Jackson,Det,G-F,25.16,39,18.1,37.8,19,12.1,56,0.714,138,0.529,113,0.265,0.47,0.501,7.1,3.2,9.4,1.3,10.7,0.54,0.46,0.97,6.8,97.7,106.8,2021-2022
,Josh Jackson,Sac,G-F,25.16,12,10.2,21.3,23.5,13.4,21,0.714,32,0.438,17,0.176,0.378,0.446,4.3,1.5,7.9,0.4,5.8,0.42,0.33,0.75,5.4,86.6,103.8,2021-2022
,Justin Jackson,Bos,F,27.04,1,2,4.2,41.4,0,2,1,1,0,0,0,0,0.532,2,0,0,0,0,0,0,0,0,,,2021-2022
,Justin Jackson,Pho,F,27.04,6,5.8,12,18.7,6.7,0,0,5,0.4,9,0.333,0.464,0.464,2.2,1.2,10.9,0.3,7.6,0,0,0.17,6.4,96.5,103.5,2021-2022
,Reggie Jackson,Lac,G,31.99,75,31.2,64.9,27.6,11.8,163,0.847,710,0.439,512,0.326,0.46,0.488,16.8,3.6,6.1,4.8,24.6,0.73,0.2,2.31,8.5,98.7,108.4,2021-2022
,LeBron James,Lal,F,37.28,56,37.2,77.5,32.3,12.5,336,0.756,773,0.62,448,0.359,0.59,0.619,30.3,8.2,11.8,6.2,30.6,1.3,1.05,3.5,12.4,116.6,109.4,2021-2022
,DeJon Jarreau,Ind,G,24.21,1,0.9,1.9,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,2021-2022
,DaQuan Jeffries,Mem,G-F,24.61,3,2.9,6.1,9.3,0,0,0,1,1,1,0,0.5,0.5,0.7,0.7,11.9,0.3,14.4,0,0,0,7.3,,,2021-2022
,Ty Jerome,Okc,G-F,24.76,48,16.7,34.8,20.8,9.6,47,0.809,142,0.493,186,0.29,0.46,0.488,7.1,1.6,5,2.3,21.3,0.63,0.1,0.77,7.1,103.4,108.2,2021-2022
,Isaiah Joe,Phi,G,22.78,55,11.1,23.1,15.4,9.1,31,0.935,42,0.405,135,0.333,0.477,0.519,3.6,1,5.1,0.6,8,0.25,0.05,0.35,4.7,103.4,108.3,2021-2022
,Alize Johnson,Chi,F,25.97,16,7.5,15.7,12.5,23.5,7,0.571,21,0.571,2,0,0.522,0.537,1.8,2.3,16.8,0.5,8.6,0.19,0,0.5,6.8,112.6,103.2,2021-2022
,Alize Johnson,Was,F,25.97,3,6.1,12.6,23.1,31.8,1,0,4,0.5,2,0,0.333,0.311,1.3,4,36.5,0,0,0,0,1,0,73.9,112.8,2021-2022
,Alize Johnson,Nor,F,25.97,4,7.1,14.8,19.2,7.8,4,0.75,10,0.3,0,0,0.3,0.383,2.3,3.3,25.3,0.3,4.8,0.5,0,0.25,7.4,106.4,100.3,2021-2022
,BJ Johnson,Orl,F,26.31,4,16.2,33.6,16.8,0,0,0,15,0.467,10,0.4,0.52,0.52,6.5,3.8,12.3,0,0,0,0.25,0,0,113.3,111.8,2021-2022
,Cameron Johnson,Pho,F,26.1,66,26.2,54.6,17.6,6.8,114,0.86,216,0.523,391,0.425,0.596,0.625,12.5,4.1,8.5,1.5,7.7,0.86,0.24,0.73,6.5,122.5,105.1,2021-2022
,David Johnson,Tor,G,21.12,2,1,2.1,21.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2021-2022
,James Johnson,Bro,F,35.14,62,19.2,40,13.7,12.7,55,0.527,221,0.548,85,0.271,0.508,0.515,5.5,3.5,9.8,2.1,14.5,0.48,0.55,0.77,7.2,109.8,102.4,2021-2022
,Jalen Johnson,Atl,F,20.31,22,5.5,11.4,19.3,17,7,0.714,28,0.679,13,0.231,0.573,0.59,2.4,1.2,11.8,0.1,3.7,0.14,0.09,0.41,4.8,98,108.5,2021-2022
,Joe Johnson,Bos,G-F,40.79,1,2,4.2,22,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,,,2021-2022
,Keldon Johnson,San,F-G,22.5,75,31.9,66.4,21.3,7.6,234,0.756,612,0.51,399,0.398,0.545,0.574,17,6.1,10,2.1,9.5,0.77,0.19,1.23,7.5,113.6,109.6,2021-2022
